StoreID,SKU,month,Demand
Store-127,AC014,June,118
Store-127,AC014,July,129
Store-127,AC014,August,108
Store-127,AC014,September,67
Store-127,AC014,October,69
Store-127,AC014,November,29
Store-127,AC014,December,26
Store-128,AC014,January,31
Store-128,AC014,February,22
Store-128,AC014,March,33
Store-128,AC014,April,144
Store-128,AC014,May,71
Store-128,AC014,June,147
Store-128,AC014,July,121
Store-128,AC014,August,110
Store-128,AC014,September,70
Store-128,AC014,October,70
Store-128,AC014,November,31
Store-128,AC014,December,24
Store-129,AC014,January,10
Store-129,AC014,February,11
Store-129,AC014,March,14
Store-129,AC014,April,42
Store-129,AC014,May,33
Store-129,AC014,June,45
Store-129,AC014,July,54
Store-129,AC014,August,43
Store-129,AC014,September,31
Store-129,AC014,October,29
Store-129,AC014,November,12
Store-129,AC014,December,9
Store-130,AC014,January,37
Store-130,AC014,February,44
Store-130,AC014,March,40
Store-130,AC014,April,156
Store-130,AC014,May,112
Store-130,AC014,June,161
Store-130,AC014,July,181
Store-130,AC014,August,162
Store-130,AC014,September,112
Store-130,AC014,October,86
Store-130,AC014,November,40
Store-130,AC014,December,37
Store-131,AC014,January,22
Store-131,AC014,February,30
Store-131,AC014,March,39
Store-131,AC014,April,103
Store-131,AC014,May,76
Store-131,AC014,June,141
Store-131,AC014,July,147
Store-131,AC014,August,81
Store-131,AC014,September,75
Store-131,AC014,October,73
Store-131,AC014,November,37
Store-131,AC014,December,21
Store-132,AC014,January,10
Store-132,AC014,February,10
Store-132,AC014,March,12
Store-132,AC014,April,35
Store-132,AC014,May,32
Store-132,AC014,June,47
Store-132,AC014,July,51
Store-132,AC014,August,35
Store-132,AC014,September,33
Store-132,AC014,October,21
Store-132,AC014,November,12
Store-132,AC014,December,10
Store-133,AC014,January,38
Store-133,AC014,February,36
Store-133,AC014,March,46
Store-133,AC014,April,141
Store-133,AC014,May,125
Store-133,AC014,June,153
Store-133,AC014,July,184
Store-133,AC014,August,159
Store-133,AC014,September,113
Store-133,AC014,October,94
Store-133,AC014,November,47
Store-133,AC014,December,43
Store-134,AC014,January,20
Store-134,AC014,February,20
Store-134,AC014,March,31
Store-134,AC014,April,104
Store-134,AC014,May,72
Store-134,AC014,June,82
Store-134,AC014,July,105
Store-134,AC014,August,80
Store-134,AC014,September,60
Store-134,AC014,October,40
Store-134,AC014,November,22
Store-134,AC014,December,22
Store-135,AC014,January,20
Store-135,AC014,February,17
Store-135,AC014,March,19
Store-135,AC014,April,79
Store-135,AC014,May,62
Store-135,AC014,June,70
Store-135,AC014,July,74
Store-135,AC014,August,69
Store-135,AC014,September,54
Store-135,AC014,October,37
Store-135,AC014,November,24
Store-135,AC014,December,14
Store-136,AC014,January,11
Store-136,AC014,February,12
Store-136,AC014,March,13
Store-136,AC014,April,38
Store-136,AC014,May,32
Store-136,AC014,June,52
Store-136,AC014,July,57
Store-136,AC014,August,40
Store-136,AC014,September,27
Store-136,AC014,October,24
Store-136,AC014,November,12
Store-136,AC014,December,9
Store-137,AC014,January,38
Store-137,AC014,February,37
Store-137,AC014,March,56
Store-137,AC014,April,198
Store-137,AC014,May,107
Store-137,AC014,June,165
Store-137,AC014,July,162
Store-137,AC014,August,125
Store-137,AC014,September,136
Store-137,AC014,October,110
Store-137,AC014,November,55
Store-137,AC014,December,44
Store-138,AC014,January,46
Store-138,AC014,February,36
Store-138,AC014,March,54
Store-138,AC014,April,225
Store-138,AC014,May,110
Store-138,AC014,June,182
Store-138,AC014,July,207
Store-138,AC014,August,172
Store-138,AC014,September,128
Store-138,AC014,October,93
Store-138,AC014,November,60
Store-138,AC014,December,35
Store-139,AC014,January,33
Store-139,AC014,February,34
Store-139,AC014,March,41
Store-139,AC014,April,122
Store-139,AC014,May,113
Store-139,AC014,June,124
Store-139,AC014,July,161
Store-139,AC014,August,118
Store-139,AC014,September,109
Store-139,AC014,October,68
Store-139,AC014,November,40
Store-139,AC014,December,28
Store-140,AC014,January,27
Store-140,AC014,February,23
Store-140,AC014,March,42
Store-140,AC014,April,133
Store-140,AC014,May,103
Store-140,AC014,June,139
Store-140,AC014,July,144
Store-140,AC014,August,111
Store-140,AC014,September,72
Store-140,AC014,October,74
Store-140,AC014,November,29
Store-140,AC014,December,22
Store-141,AC014,January,39
Store-141,AC014,February,45
Store-141,AC014,March,66
Store-141,AC014,April,212
Store-141,AC014,May,110
Store-141,AC014,June,188
Store-141,AC014,July,193
Store-141,AC014,August,146
Store-141,AC014,September,114
Store-141,AC014,October,118
Store-141,AC014,November,56
Store-141,AC014,December,41
Store-142,AC014,January,31
Store-142,AC014,February,33
Store-142,AC014,March,48
Store-142,AC014,April,186
Store-142,AC014,May,120
Store-142,AC014,June,187
Store-142,AC014,July,169
Store-142,AC014,August,123
Store-142,AC014,September,128
Store-142,AC014,October,93
Store-142,AC014,November,49
Store-142,AC014,December,29
Store-143,AC014,January,32
Store-143,AC014,February,28
Store-143,AC014,March,40
Store-143,AC014,April,123
Store-143,AC014,May,96
Store-143,AC014,June,161
Store-143,AC014,July,114
Store-143,AC014,August,113
Store-143,AC014,September,84
Store-143,AC014,October,60
Store-143,AC014,November,42
Store-143,AC014,December,28
Store-144,AC014,January,53
Store-144,AC014,February,50
Store-144,AC014,March,66
Store-144,AC014,April,157
Store-144,AC014,May,141
Store-144,AC014,June,201
Store-144,AC014,July,214
Store-144,AC014,August,166
Store-144,AC014,September,115
Store-144,AC014,October,103
Store-144,AC014,November,61
Store-144,AC014,December,48
Store-145,AC014,January,20
Store-145,AC014,February,19
Store-145,AC014,March,24
Store-145,AC014,April,80
Store-145,AC014,May,63
Store-145,AC014,June,76
Store-145,AC014,July,86
Store-145,AC014,August,60
Store-145,AC014,September,50
Store-145,AC014,October,35
Store-145,AC014,November,22
Store-145,AC014,December,16
Store-146,AC014,January,52
Store-146,AC014,February,44
Store-146,AC014,March,46
Store-146,AC014,April,219
Store-146,AC014,May,109
Store-146,AC014,June,202
Store-146,AC014,July,222
Store-146,AC014,August,132
Store-146,AC014,September,110
Store-146,AC014,October,104
Store-146,AC014,November,53
Store-146,AC014,December,38
Store-147,AC014,January,27
Store-147,AC014,February,27
Store-147,AC014,March,46
Store-147,AC014,April,133
Store-147,AC014,May,107
Store-147,AC014,June,155
Store-147,AC014,July,115
Store-147,AC014,August,93
Store-147,AC014,September,80
Store-147,AC014,October,73
Store-147,AC014,November,40
Store-147,AC014,December,31
Store-148,AC014,January,28
Store-148,AC014,February,22
Store-148,AC014,March,32
Store-148,AC014,April,140
Store-148,AC014,May,88
Store-148,AC014,June,130
Store-148,AC014,July,118
Store-148,AC014,August,89
Store-148,AC014,September,92
Store-148,AC014,October,77
Store-148,AC014,November,32
Store-148,AC014,December,22
Store-149,AC014,January,14
Store-149,AC014,February,16
Store-149,AC014,March,18
Store-149,AC014,April,64
Store-149,AC014,May,50
Store-149,AC014,June,63
Store-149,AC014,July,70
Store-149,AC014,August,64
Store-149,AC014,September,41
Store-149,AC014,October,32
Store-149,AC014,November,22
Store-149,AC014,December,15
Store-150,AC014,January,33
Store-150,AC014,February,24
Store-150,AC014,March,38
Store-150,AC014,April,135
Store-150,AC014,May,96
Store-150,AC014,June,157
Store-150,AC014,July,121
Store-150,AC014,August,95
Store-150,AC014,September,87
Store-150,AC014,October,64
Store-150,AC014,November,38
Store-150,AC014,December,30
Store-151,AC014,January,38
Store-151,AC014,February,26
Store-151,AC014,March,42
Store-151,AC014,April,159
Store-151,AC014,May,102
Store-151,AC014,June,115
Store-151,AC014,July,156
Store-151,AC014,August,139
Store-151,AC014,September,81
Store-151,AC014,October,80
Store-151,AC014,November,31
Store-151,AC014,December,35
Store-152,AC014,January,12
Store-152,AC014,February,10
Store-152,AC014,March,14
Store-152,AC014,April,42
Store-152,AC014,May,32
Store-152,AC014,June,53
Store-152,AC014,July,42
Store-152,AC014,August,39
Store-152,AC014,September,34
Store-152,AC014,October,28
Store-152,AC014,November,15
Store-152,AC014,December,12
Store-153,AC014,January,50
Store-153,AC014,February,51
Store-153,AC014,March,50
Store-153,AC014,April,154
Store-153,AC014,May,109
Store-153,AC014,June,209
Store-153,AC014,July,232
Store-153,AC014,August,166
Store-153,AC014,September,140
Store-153,AC014,October,103
Store-153,AC014,November,45
Store-153,AC014,December,45
Store-154,AC014,January,27
Store-154,AC014,February,22
Store-154,AC014,March,31
Store-154,AC014,April,79
Store-154,AC014,May,57
Store-154,AC014,June,82
Store-154,AC014,July,101
Store-154,AC014,August,91
Store-154,AC014,September,51
Store-154,AC014,October,57
Store-154,AC014,November,32
Store-154,AC014,December,20
Store-155,AC014,January,22
Store-155,AC014,February,23
Store-155,AC014,March,27
Store-155,AC014,April,126
Store-155,AC014,May,75
Store-155,AC014,June,113
Store-155,AC014,July,121
Store-155,AC014,August,95
Store-155,AC014,September,73
Store-155,AC014,October,53
Store-155,AC014,November,34
Store-155,AC014,December,24
Store-156,AC014,January,9
Store-156,AC014,February,7
Store-156,AC014,March,10
Store-156,AC014,April,32
Store-156,AC014,May,21
Store-156,AC014,June,44
Store-156,AC014,July,33
Store-156,AC014,August,34
Store-156,AC014,September,24
Store-156,AC014,October,18
Store-156,AC014,November,8
Store-156,AC014,December,9
Store-157,AC014,January,43
Store-157,AC014,February,36
Store-157,AC014,March,54
Store-157,AC014,April,133
Store-157,AC014,May,91
Store-157,AC014,June,190
Store-157,AC014,July,153
Store-157,AC014,August,148
Store-157,AC014,September,112
Store-157,AC014,October,87
Store-157,AC014,November,51
Store-157,AC014,December,38
Store-158,AC014,January,15
Store-158,AC014,February,13
Store-158,AC014,March,17
Store-158,AC014,April,48
Store-158,AC014,May,44
Store-158,AC014,June,49
Store-158,AC014,July,54
Store-158,AC014,August,46
Store-158,AC014,September,44
Store-158,AC014,October,30
Store-158,AC014,November,16
Store-158,AC014,December,14
Store-159,AC014,January,11
Store-159,AC014,February,14
Store-159,AC014,March,17
Store-159,AC014,April,55
Store-159,AC014,May,35
Store-159,AC014,June,52
Store-159,AC014,July,55
Store-159,AC014,August,40
Store-159,AC014,September,41
Store-159,AC014,October,32
Store-159,AC014,November,14
Store-159,AC014,December,10
Store-160,AC014,January,10
Store-160,AC014,February,11
Store-160,AC014,March,12
Store-160,AC014,April,45
Store-160,AC014,May,32
Store-160,AC014,June,40
Store-160,AC014,July,49
Store-160,AC014,August,35
Store-160,AC014,September,25
Store-160,AC014,October,22
Store-160,AC014,November,11
Store-160,AC014,December,9
Store-161,AC014,January,42
Store-161,AC014,February,32
Store-161,AC014,March,45
Store-161,AC014,April,163
Store-161,AC014,May,112
Store-161,AC014,June,167
Store-161,AC014,July,150
Store-161,AC014,August,139
Store-161,AC014,September,118
Store-161,AC014,October,91
Store-161,AC014,November,46
Store-161,AC014,December,37
Store-162,AC014,January,49
Store-162,AC014,February,50
Store-162,AC014,March,68
Store-162,AC014,April,203
Store-162,AC014,May,116
Store-162,AC014,June,177
Store-162,AC014,July,204
Store-162,AC014,August,179
Store-162,AC014,September,125
Store-162,AC014,October,102
Store-162,AC014,November,55
Store-162,AC014,December,37
Store-163,AC014,January,44
Store-163,AC014,February,37
Store-163,AC014,March,61
Store-163,AC014,April,165
Store-163,AC014,May,128
Store-163,AC014,June,162
Store-163,AC014,July,195
Store-163,AC014,August,184
Store-163,AC014,September,145
Store-163,AC014,October,110
Store-163,AC014,November,58
Store-163,AC014,December,45
Store-164,AC014,January,32
Store-164,AC014,February,29
Store-164,AC014,March,31
Store-164,AC014,April,121
Store-164,AC014,May,73
Store-164,AC014,June,97
Store-164,AC014,July,118
Store-164,AC014,August,108
Store-164,AC014,September,79
Store-164,AC014,October,69
Store-164,AC014,November,30
Store-164,AC014,December,24
Store-165,AC014,January,47
Store-165,AC014,February,41
Store-165,AC014,March,67
Store-165,AC014,April,178
Store-165,AC014,May,135
Store-165,AC014,June,188
Store-165,AC014,July,218
Store-165,AC014,August,192
Store-165,AC014,September,119
Store-165,AC014,October,104
Store-165,AC014,November,52
Store-165,AC014,December,47
Store-166,AC014,January,27
Store-166,AC014,February,29
Store-166,AC014,March,47
Store-166,AC014,April,125
Store-166,AC014,May,119
Store-166,AC014,June,166
Store-166,AC014,July,135
Store-166,AC014,August,129
Store-166,AC014,September,102
Store-166,AC014,October,68
Store-166,AC014,November,35
Store-166,AC014,December,34
Store-167,AC014,January,36
Store-167,AC014,February,42
Store-167,AC014,March,45
Store-167,AC014,April,184
Store-167,AC014,May,134
Store-167,AC014,June,173
Store-167,AC014,July,145
Store-167,AC014,August,167
Store-167,AC014,September,101
Store-167,AC014,October,92
Store-167,AC014,November,41
Store-167,AC014,December,32
Store-168,AC014,January,33
Store-168,AC014,February,28
Store-168,AC014,March,37
Store-168,AC014,April,123
Store-168,AC014,May,94
Store-168,AC014,June,108
Store-168,AC014,July,124
Store-168,AC014,August,117
Store-168,AC014,September,90
Store-168,AC014,October,74
Store-168,AC014,November,31
Store-168,AC014,December,28
Store-169,AC014,January,32
Store-169,AC014,February,38
Store-169,AC014,March,56
Store-169,AC014,April,163
Store-169,AC014,May,91
Store-169,AC014,June,144
Store-169,AC014,July,166
Store-169,AC014,August,159
Store-169,AC014,September,118
Store-169,AC014,October,89
Store-169,AC014,November,51
Store-169,AC014,December,36
Store-170,AC014,January,37
Store-170,AC014,February,35
Store-170,AC014,March,47
Store-170,AC014,April,176
Store-170,AC014,May,118
Store-170,AC014,June,210
Store-170,AC014,July,158
Store-170,AC014,August,160
Store-170,AC014,September,118
Store-170,AC014,October,85
Store-170,AC014,November,59
Store-170,AC014,December,47
Store-171,AC014,January,18
Store-171,AC014,February,18
Store-171,AC014,March,24
Store-171,AC014,April,85
Store-171,AC014,May,58
Store-171,AC014,June,76
Store-171,AC014,July,63
Store-171,AC014,August,57
Store-171,AC014,September,44
Store-171,AC014,October,35
Store-171,AC014,November,20
Store-171,AC014,December,16
Store-172,AC014,January,44
Store-172,AC014,February,52
Store-172,AC014,March,56
Store-172,AC014,April,224
Store-172,AC014,May,134
Store-172,AC014,June,173
Store-172,AC014,July,225
Store-172,AC014,August,138
Store-172,AC014,September,119
Store-172,AC014,October,102
Store-172,AC014,November,60
Store-172,AC014,December,39
Store-173,AC014,January,31
Store-173,AC014,February,28
Store-173,AC014,March,31
Store-173,AC014,April,104
Store-173,AC014,May,85
Store-173,AC014,June,111
Store-173,AC014,July,115
Store-173,AC014,August,101
Store-173,AC014,September,69
Store-173,AC014,October,64
Store-173,AC014,November,28
Store-173,AC014,December,19
Store-174,AC014,January,20
Store-174,AC014,February,17
Store-174,AC014,March,18
Store-174,AC014,April,70
Store-174,AC014,May,48
Store-174,AC014,June,81
Store-174,AC014,July,86
Store-174,AC014,August,62
Store-174,AC014,September,38
Store-174,AC014,October,43
Store-174,AC014,November,21
Store-174,AC014,December,14
Store-175,AC014,January,7
Store-175,AC014,February,7
Store-175,AC014,March,9
Store-175,AC014,April,27
Store-175,AC014,May,16
Store-175,AC014,June,27
Store-175,AC014,July,30
Store-175,AC014,August,24
Store-175,AC014,September,18
Store-175,AC014,October,14
Store-175,AC014,November,6
Store-175,AC014,December,6
Store-176,AC014,January,6
Store-176,AC014,February,6
Store-176,AC014,March,7
Store-176,AC014,April,25
Store-176,AC014,May,18
Store-176,AC014,June,31
Store-176,AC014,July,32
Store-176,AC014,August,27
Store-176,AC014,September,20
Store-176,AC014,October,16
Store-176,AC014,November,8
Store-176,AC014,December,5
Store-177,AC014,January,18
Store-177,AC014,February,16
Store-177,AC014,March,25
Store-177,AC014,April,62
Store-177,AC014,May,43
Store-177,AC014,June,80
Store-177,AC014,July,64
Store-177,AC014,August,61
Store-177,AC014,September,47
Store-177,AC014,October,46
Store-177,AC014,November,19
Store-177,AC014,December,16
Store-178,AC014,January,23
Store-178,AC014,February,24
Store-178,AC014,March,30
Store-178,AC014,April,88
Store-178,AC014,May,59
Store-178,AC014,June,96
Store-178,AC014,July,88
Store-178,AC014,August,87
Store-178,AC014,September,58
Store-178,AC014,October,47
Store-178,AC014,November,30
Store-178,AC014,December,18
Store-179,AC014,January,33
Store-179,AC014,February,30
Store-179,AC014,March,48
Store-179,AC014,April,169
Store-179,AC014,May,98
Store-179,AC014,June,192
Store-179,AC014,July,152
Store-179,AC014,August,118
Store-179,AC014,September,111
Store-179,AC014,October,94
Store-179,AC014,November,50
Store-179,AC014,December,38
Store-180,AC014,January,21
Store-180,AC014,February,20
Store-180,AC014,March,36
Store-180,AC014,April,107
Store-180,AC014,May,61
Store-180,AC014,June,117
Store-180,AC014,July,96
Store-180,AC014,August,97
Store-180,AC014,September,74
Store-180,AC014,October,47
Store-180,AC014,November,24
Store-180,AC014,December,25
Store-181,AC014,January,26
Store-181,AC014,February,30
Store-181,AC014,March,48
Store-181,AC014,April,148
Store-181,AC014,May,86
Store-181,AC014,June,133
Store-181,AC014,July,133
Store-181,AC014,August,93
Store-181,AC014,September,71
Store-181,AC014,October,82
Store-181,AC014,November,43
Store-181,AC014,December,25
Store-182,AC014,January,21
Store-182,AC014,February,19
Store-182,AC014,March,23
Store-182,AC014,April,82
Store-182,AC014,May,69
Store-182,AC014,June,109
Store-182,AC014,July,88
Store-182,AC014,August,66
Store-182,AC014,September,57
Store-182,AC014,October,51
Store-182,AC014,November,22
Store-182,AC014,December,18
Store-183,AC014,January,5
Store-183,AC014,February,5
Store-183,AC014,March,9
Store-183,AC014,April,25
Store-183,AC014,May,16
Store-183,AC014,June,23
Store-183,AC014,July,26
Store-183,AC014,August,25
Store-183,AC014,September,18
Store-183,AC014,October,11
Store-183,AC014,November,8
Store-183,AC014,December,7
Store-184,AC014,January,43
Store-184,AC014,February,33
Store-184,AC014,March,52
Store-184,AC014,April,190
Store-184,AC014,May,110
Store-184,AC014,June,169
Store-184,AC014,July,208
Store-184,AC014,August,127
Store-184,AC014,September,94
Store-184,AC014,October,106
Store-184,AC014,November,51
Store-184,AC014,December,38
Store-185,AC014,January,20
Store-185,AC014,February,26
Store-185,AC014,March,31
Store-185,AC014,April,103
Store-185,AC014,May,61
Store-185,AC014,June,117
Store-185,AC014,July,102
Store-185,AC014,August,88
Store-185,AC014,September,69
Store-185,AC014,October,62
Store-185,AC014,November,32
Store-185,AC014,December,25
Store-186,AC014,January,24
Store-186,AC014,February,24
Store-186,AC014,March,30
Store-186,AC014,April,98
Store-186,AC014,May,70
Store-186,AC014,June,103
Store-186,AC014,July,143
Store-186,AC014,August,109
Store-186,AC014,September,85
Store-186,AC014,October,53
Store-186,AC014,November,37
Store-186,AC014,December,27
Store-187,AC014,January,20
Store-187,AC014,February,22
Store-187,AC014,March,37
Store-187,AC014,April,92
Store-187,AC014,May,81
Store-187,AC014,June,115
Store-187,AC014,July,133
Store-187,AC014,August,76
Store-187,AC014,September,66
Store-187,AC014,October,63
Store-187,AC014,November,30
Store-187,AC014,December,21
Store-188,AC014,January,22
Store-188,AC014,February,17
Store-188,AC014,March,20
Store-188,AC014,April,65
Store-188,AC014,May,54
Store-188,AC014,June,85
Store-188,AC014,July,72
Store-188,AC014,August,73
Store-188,AC014,September,55
Store-188,AC014,October,47
Store-188,AC014,November,19
Store-188,AC014,December,18
Store-189,AC014,January,50
Store-189,AC014,February,48
Store-189,AC014,March,54
Store-189,AC014,April,160
Store-189,AC014,May,127
Store-189,AC014,June,165
Store-189,AC014,July,238
Store-189,AC014,August,140
Store-189,AC014,September,152
Store-189,AC014,October,101
Store-189,AC014,November,50
Store-189,AC014,December,34
Store-190,AC014,January,48
Store-190,AC014,February,44
Store-190,AC014,March,57
Store-190,AC014,April,181
Store-190,AC014,May,147
Store-190,AC014,June,198
Store-190,AC014,July,172
Store-190,AC014,August,193
Store-190,AC014,September,106
Store-190,AC014,October,108
Store-190,AC014,November,46
Store-190,AC014,December,49
Store-191,AC014,January,31
Store-191,AC014,February,24
Store-191,AC014,March,37
Store-191,AC014,April,98
Store-191,AC014,May,88
Store-191,AC014,June,144
Store-191,AC014,July,105
Store-191,AC014,August,87
Store-191,AC014,September,92
Store-191,AC014,October,76
Store-191,AC014,November,39
Store-191,AC014,December,29
Store-192,AC014,January,33
Store-192,AC014,February,27
Store-192,AC014,March,36
Store-192,AC014,April,133
Store-192,AC014,May,85
Store-192,AC014,June,150
Store-192,AC014,July,142
Store-192,AC014,August,124
Store-192,AC014,September,69
Store-192,AC014,October,71
Store-192,AC014,November,34
Store-192,AC014,December,29
Store-193,AC014,January,10
Store-193,AC014,February,9
Store-193,AC014,March,16
Store-193,AC014,April,52
Store-193,AC014,May,30
Store-193,AC014,June,40
Store-193,AC014,July,53
Store-193,AC014,August,41
Store-193,AC014,September,33
Store-193,AC014,October,29
Store-193,AC014,November,13
Store-193,AC014,December,9
Store-194,AC014,January,22
Store-194,AC014,February,17
Store-194,AC014,March,28
Store-194,AC014,April,72
Store-194,AC014,May,55
Store-194,AC014,June,98
Store-194,AC014,July,71
Store-194,AC014,August,61
Store-194,AC014,September,45
Store-194,AC014,October,49
Store-194,AC014,November,26
Store-194,AC014,December,14
Store-195,AC014,January,13
Store-195,AC014,February,14
Store-195,AC014,March,18
Store-195,AC014,April,61
Store-195,AC014,May,45
Store-195,AC014,June,67
Store-195,AC014,July,69
Store-195,AC014,August,62
Store-195,AC014,September,39
Store-195,AC014,October,31
Store-195,AC014,November,15
Store-195,AC014,December,14
Store-196,AC014,January,20
Store-196,AC014,February,26
Store-196,AC014,March,23
Store-196,AC014,April,101
Store-196,AC014,May,73
Store-196,AC014,June,93
Store-196,AC014,July,92
Store-196,AC014,August,76
Store-196,AC014,September,53
Store-196,AC014,October,59
Store-196,AC014,November,24
Store-196,AC014,December,17
Store-197,AC014,January,46
Store-197,AC014,February,43
Store-197,AC014,March,48
Store-197,AC014,April,161
Store-197,AC014,May,97
Store-197,AC014,June,160
Store-197,AC014,July,170
Store-197,AC014,August,150
Store-197,AC014,September,109
Store-197,AC014,October,106
Store-197,AC014,November,54
Store-197,AC014,December,30
Store-198,AC014,January,35
Store-198,AC014,February,35
Store-198,AC014,March,38
Store-198,AC014,April,128
Store-198,AC014,May,115
Store-198,AC014,June,167
Store-198,AC014,July,155
Store-198,AC014,August,119
Store-198,AC014,September,84
Store-198,AC014,October,87
Store-198,AC014,November,38
Store-198,AC014,December,28
Store-199,AC014,January,30
Store-199,AC014,February,24
Store-199,AC014,March,37
Store-199,AC014,April,130
Store-199,AC014,May,86
Store-199,AC014,June,164
Store-199,AC014,July,157
Store-199,AC014,August,107
Store-199,AC014,September,90
Store-199,AC014,October,66
Store-199,AC014,November,40
Store-199,AC014,December,24
Store-200,AC014,January,18
Store-200,AC014,February,23
Store-200,AC014,March,33
Store-200,AC014,April,93
Store-200,AC014,May,75
Store-200,AC014,June,108
Store-200,AC014,July,101
Store-200,AC014,August,94
Store-200,AC014,September,66
Store-200,AC014,October,53
Store-200,AC014,November,31
Store-200,AC014,December,18
Store-201,AC014,January,35
Store-201,AC014,February,36
Store-201,AC014,March,52
Store-201,AC014,April,193
Store-201,AC014,May,115
Store-201,AC014,June,153
Store-201,AC014,July,185
Store-201,AC014,August,154
Store-201,AC014,September,105
Store-201,AC014,October,74
Store-201,AC014,November,39
Store-201,AC014,December,31
Store-202,AC014,January,20
Store-202,AC014,February,16
Store-202,AC014,March,23
Store-202,AC014,April,80
Store-202,AC014,May,60
Store-202,AC014,June,71
Store-202,AC014,July,96
Store-202,AC014,August,56
Store-202,AC014,September,47
Store-202,AC014,October,46
Store-202,AC014,November,25
Store-202,AC014,December,17
Store-001,SK015,January,55
Store-001,SK015,February,52
Store-001,SK015,March,51
Store-001,SK015,April,45
Store-001,SK015,May,42
Store-001,SK015,June,62
Store-001,SK015,July,53
Store-001,SK015,August,53
Store-001,SK015,September,50
Store-001,SK015,October,45
Store-001,SK015,November,63
Store-001,SK015,December,52
Store-002,SK015,January,24
Store-002,SK015,February,23
Store-002,SK015,March,26
Store-002,SK015,April,26
Store-002,SK015,May,21
Store-002,SK015,June,28
Store-002,SK015,July,23
Store-002,SK015,August,28
Store-002,SK015,September,29
Store-002,SK015,October,24
Store-002,SK015,November,37
Store-002,SK015,December,26
Store-003,SK015,January,42
Store-003,SK015,February,49
Store-003,SK015,March,53
Store-003,SK015,April,32
Store-003,SK015,May,38
Store-003,SK015,June,59
Store-003,SK015,July,33
Store-003,SK015,August,55
Store-003,SK015,September,49
Store-003,SK015,October,32
Store-003,SK015,November,46
Store-003,SK015,December,53
Store-004,SK015,January,106
Store-004,SK015,February,88
Store-004,SK015,March,125
Store-004,SK015,April,82
Store-004,SK015,May,88
Store-004,SK015,June,112
Store-004,SK015,July,90
Store-004,SK015,August,101
Store-004,SK015,September,113
Store-004,SK015,October,104
Store-004,SK015,November,114
Store-004,SK015,December,107
Store-005,SK015,January,88
Store-005,SK015,February,66
Store-005,SK015,March,85
Store-005,SK015,April,66
Store-005,SK015,May,50
Store-005,SK015,June,94
Store-005,SK015,July,85
Store-005,SK015,August,97
Store-005,SK015,September,93
Store-005,SK015,October,57
Store-005,SK015,November,76
Store-005,SK015,December,96
Store-006,SK015,January,34
Store-006,SK015,February,42
Store-006,SK015,March,33
Store-006,SK015,April,33
Store-006,SK015,May,36
Store-006,SK015,June,47
Store-006,SK015,July,34
Store-006,SK015,August,44
Store-006,SK015,September,51
Store-006,SK015,October,38
Store-006,SK015,November,49
Store-006,SK015,December,46
Store-007,SK015,January,54
Store-007,SK015,February,40
Store-007,SK015,March,59
Store-007,SK015,April,51
Store-007,SK015,May,34
Store-007,SK015,June,53
Store-007,SK015,July,37
Store-007,SK015,August,50
Store-007,SK015,September,52
Store-007,SK015,October,46
Store-007,SK015,November,50
Store-007,SK015,December,57
Store-008,SK015,January,37
Store-008,SK015,February,43
Store-008,SK015,March,48
Store-008,SK015,April,34
Store-008,SK015,May,37
Store-008,SK015,June,51
Store-008,SK015,July,44
Store-008,SK015,August,59
Store-008,SK015,September,39
Store-008,SK015,October,41
Store-008,SK015,November,39
Store-008,SK015,December,47
Store-009,SK015,January,82
Store-009,SK015,February,71
Store-009,SK015,March,69
Store-009,SK015,April,62
Store-009,SK015,May,65
Store-009,SK015,June,65
Store-009,SK015,July,75
Store-009,SK015,August,75
Store-009,SK015,September,65
Store-009,SK015,October,63
Store-009,SK015,November,95
Store-009,SK015,December,65
Store-010,SK015,January,18
Store-010,SK015,February,21
Store-010,SK015,March,20
Store-010,SK015,April,20
Store-010,SK015,May,15
Store-010,SK015,June,25
Store-010,SK015,July,21
Store-010,SK015,August,26
Store-010,SK015,September,23
Store-010,SK015,October,15
Store-010,SK015,November,25
Store-010,SK015,December,22
Store-011,SK015,January,115
Store-011,SK015,February,104
Store-011,SK015,March,86
Store-011,SK015,April,87
Store-011,SK015,May,88
Store-011,SK015,June,126
Store-011,SK015,July,91
Store-011,SK015,August,141
Store-011,SK015,September,101
Store-011,SK015,October,84
Store-011,SK015,November,105
Store-011,SK015,December,99
Store-012,SK015,January,97
Store-012,SK015,February,91
Store-012,SK015,March,103
Store-012,SK015,April,68
Store-012,SK015,May,81
Store-012,SK015,June,87
Store-012,SK015,July,73
Store-012,SK015,August,112
Store-012,SK015,September,90
Store-012,SK015,October,67
Store-012,SK015,November,88
Store-012,SK015,December,109
Store-013,SK015,January,48
Store-013,SK015,February,63
Store-013,SK015,March,57
Store-013,SK015,April,53
Store-013,SK015,May,37
Store-013,SK015,June,64
Store-013,SK015,July,57
Store-013,SK015,August,59
Store-013,SK015,September,75
Store-013,SK015,October,55
Store-013,SK015,November,81
Store-013,SK015,December,57
Store-014,SK015,January,19
Store-014,SK015,February,17
Store-014,SK015,March,18
Store-014,SK015,April,12
Store-014,SK015,May,12
Store-014,SK015,June,20
Store-014,SK015,July,18
Store-014,SK015,August,23
Store-014,SK015,September,21
Store-014,SK015,October,15
Store-014,SK015,November,15
Store-014,SK015,December,19
