City,SKU,January,February,March,April,May,June,July,August,September,October,November,December,Annual Demand
Cleveland,SH004,22,15,18,52,74,67,62,62,35,19,22,17,465
Cleveland,SH010,37,31,39,40,45,39,37,55,43,43,47,45,501
Cleveland,SH027,18,23,25,45,77,82,60,51,44,17,23,22,487
Cleveland,SH031,9,4,8,41,49,74,91,81,48,6,6,7,424
Cleveland,SH033,75,89,45,11,7,5,14,5,8,48,62,87,456
Cleveland,SH055,17,25,24,39,50,68,83,77,43,24,21,20,491
Cleveland,SH074,13,15,17,46,50,58,54,56,41,24,16,21,411
Cleveland,SH075,16,18,16,50,67,62,65,67,38,24,23,23,469
Cleveland,SH098,52,49,62,56,45,52,54,51,44,33,47,28,573
Cleveland,SK003,48,46,37,47,49,33,57,47,39,34,52,43,532
Cleveland,SK015,39,45,41,43,27,40,39,54,42,39,47,47,503
Cleveland,SK092,33,54,45,45,38,41,57,46,48,40,52,52,551
Cleveland,SW002,62,56,54,41,49,10,5,4,38,77,69,76,541
Cleveland,SW007,63,55,67,46,49,14,8,11,46,54,61,59,533
Cleveland,SW029,70,79,63,38,42,13,5,10,38,67,71,63,559
Cleveland,SW036,94,75,86,50,40,15,7,5,55,55,58,81,621
Cleveland,SW061,44,76,64,53,47,8,9,6,44,69,56,69,545
Cleveland,T-006,39,32,60,52,37,40,42,61,42,24,36,34,499
Cleveland,T-009,45,62,37,46,45,35,52,46,28,13,35,33,477
Cleveland,T-022,34,38,46,35,46,44,37,38,37,40,59,36,490
Cleveland,T-025,44,45,45,43,35,41,37,40,42,42,45,31,490
Cleveland,T-054,32,43,52,44,50,35,48,36,32,40,38,34,484
Colorado Springs,AC014,63,59,83,293,171,286,310,215,163,168,83,63,1957
Colorado Springs,AC016,134,120,180,142,182,133,157,163,108,177,179,135,1810
Colorado Springs,AC043,179,174,166,126,224,148,195,214,150,159,125,185,2045
Colorado Springs,AC056,253,255,153,54,51,3,37,27,141,155,332,207,1668
Colorado Springs,DR017,113,54,130,171,165,169,158,210,162,70,106,103,1611
Colorado Springs,DR021,83,53,84,125,171,253,303,239,158,83,70,89,1711
Colorado Springs,DR063,75,57,121,181,122,234,218,282,131,71,129,111,1732
Colorado Springs,DR086,86,113,118,194,136,273,245,277,213,131,54,91,1931
Colorado Springs,HA023,232,217,319,168,51,58,17,29,49,139,292,256,1827
Colorado Springs,HA024,203,106,190,190,144,175,173,158,128,121,210,133,1931
Colorado Springs,HA030,138,163,133,134,169,145,152,160,169,201,215,138,1917
Colorado Springs,HA035,167,147,131,156,182,131,123,128,152,136,161,167,1781
Colorado Springs,JA005,204,208,159,61,63,57,66,149,158,77,236,343,1781
Colorado Springs,JA018,279,337,102,60,55,84,90,188,136,237,220,192,1980
Colorado Springs,JA032,221,251,196,54,66,69,53,142,119,319,261,286,2037
Colorado Springs,JA037,209,250,214,80,80,70,75,134,155,281,215,263,2026
Colorado Springs,JA084,207,230,164,63,59,73,72,185,182,209,213,203,1860
Colorado Springs,JE011,137,198,119,134,165,152,148,145,142,166,139,146,1791
Colorado Springs,JE012,174,159,146,150,120,169,167,163,155,145,184,146,1878
Colorado Springs,JE041,180,175,110,151,190,197,137,141,133,160,190,164,1928
Colorado Springs,JE067,187,148,123,172,150,201,161,159,150,187,157,180,1975
Colorado Springs,JE087,127,149,123,148,180,179,193,148,136,158,156,153,1850
Colorado Springs,SH001,193,166,174,148,123,178,137,167,138,158,124,186,1892
Colorado Springs,SH004,75,52,57,171,234,214,193,243,127,75,74,74,1589
Colorado Springs,SH010,145,113,138,153,188,156,146,173,176,186,186,155,1915
Colorado Springs,SH027,52,85,80,202,201,316,287,208,158,84,70,76,1819
Colorado Springs,SH031,29,16,25,138,224,295,267,249,176,18,24,20,1481
Colorado Springs,SH033,209,245,149,47,35,28,52,19,33,175,247,290,1529
Colorado Springs,SH055,48,71,82,147,222,231,265,238,200,65,86,74,1729
Colorado Springs,SH074,57,66,64,143,182,239,263,205,153,70,73,67,1582
Colorado Springs,SH075,54,66,55,187,294,186,317,234,145,74,85,75,1772
Colorado Springs,SH098,179,180,182,142,152,166,215,194,154,162,188,133,2047
Colorado Springs,SK003,133,171,157,203,203,139,166,163,172,159,163,134,1963
Colorado Springs,SK015,155,135,171,139,125,196,134,202,149,127,158,188,1879
Colorado Springs,SK092,141,163,130,166,158,197,196,193,160,128,154,226,2012
Colorado Springs,SW002,202,204,197,169,179,49,19,19,113,238,276,223,1888
Colorado Springs,SW007,188,262,230,153,161,45,29,53,128,229,189,193,1860
Colorado Springs,SW029,223,235,233,109,172,48,16,39,140,229,249,292,1985
Colorado Springs,SW036,329,231,284,166,146,43,22,19,160,249,216,264,2129
Colorado Springs,SW061,182,199,257,166,222,36,33,24,176,216,233,270,2014
Colorado Springs,T-006,127,144,173,177,169,158,190,194,207,79,132,152,1902
Colorado Springs,T-009,127,204,153,199,151,151,190,142,131,62,145,114,1769
Colorado Springs,T-022,135,119,166,142,170,168,159,155,126,123,190,120,1773
Colorado Springs,T-025,198,145,167,148,146,135,111,152,153,147,204,127,1833
Colorado Springs,T-054,134,163,187,170,179,159,191,159,143,169,150,134,1938
Columbus,AC014,94,103,134,389,310,458,495,410,294,216,121,95,3119
Columbus,AC016,252,242,257,236,284,228,262,219,206,287,272,193,2938
Columbus,AC043,241,302,246,237,336,256,288,286,259,219,211,251,3132
Columbus,AC056,398,430,271,78,96,5,46,44,185,204,395,406,2558
Columbus,DR017,174,94,192,254,283,226,226,279,254,114,159,134,2389
Columbus,DR021,118,79,136,199,284,330,454,461,251,116,124,158,2710
Columbus,DR063,105,100,186,316,237,363,311,405,205,102,168,165,2663
Columbus,DR086,126,157,169,299,186,496,331,494,297,184,73,130,2942
Columbus,HA023,401,452,471,234,65,80,26,54,65,229,448,456,2981
Columbus,HA024,292,196,259,272,240,215,267,249,217,197,301,235,2940
Columbus,HA030,239,244,257,229,266,237,219,263,225,306,314,236,3035
Columbus,HA035,257,235,260,224,338,221,228,235,269,199,303,309,3078
Columbus,JA005,365,401,260,99,96,100,111,205,311,125,366,514,2953
Columbus,JA018,401,453,203,102,88,136,123,281,180,459,384,297,3107
Columbus,JA032,360,448,279,81,109,93,80,206,190,517,486,406,3255
Columbus,JA037,336,412,286,124,121,119,126,208,295,437,289,396,3149
Columbus,JA084,335,304,255,104,84,110,110,290,279,445,281,350,2947
Columbus,JE011,216,256,207,215,223,238,227,242,238,282,251,255,2850
Columbus,JE012,252,208,275,225,224,298,246,229,289,287,273,268,3074
Columbus,JE041,294,286,169,199,288,281,207,246,185,280,252,277,2964
Columbus,JE067,260,200,225,259,244,286,275,272,205,312,243,268,3049
Columbus,JE087,202,236,182,218,279,293,283,230,215,245,237,266,2886
Columbus,SH001,282,275,279,220,195,263,213,274,209,231,215,303,2959
Columbus,SH004,122,87,86,308,395,358,345,336,208,120,127,109,2601
Columbus,SH010,207,210,215,205,309,279,214,316,290,252,298,239,3034
Columbus,SH027,91,118,134,291,333,379,459,324,236,114,109,106,2694
Columbus,SH031,43,28,45,215,283,456,435,450,247,29,35,35,2301
Columbus,SH033,345,470,238,71,50,34,81,27,54,270,421,478,2539
Columbus,SH055,90,130,124,255,300,328,410,409,259,124,108,112,2649
Columbus,SH074,79,99,86,256,300,412,347,298,256,127,126,108,2494
Columbus,SH075,92,122,90,267,460,340,440,343,246,117,109,136,2762
Columbus,SH098,275,290,289,275,251,273,319,276,266,229,275,192,3210
Columbus,SK003,239,297,273,287,311,197,285,253,286,232,314,245,3219
Columbus,SK015,258,236,243,211,210,296,246,304,253,233,300,285,3075
Columbus,SK092,203,250,215,243,242,246,310,271,245,225,230,306,2986
Columbus,SW002,320,333,375,217,243,69,35,31,196,417,382,371,2989
Columbus,SW007,302,357,396,267,293,72,55,81,233,370,303,324,3053
Columbus,SW029,372,383,370,215,262,68,27,52,242,316,358,426,3091
Columbus,SW036,450,345,494,281,205,74,34,35,296,368,280,457,3319
Columbus,SW061,320,361,391,274,316,53,54,32,237,361,361,395,3155
Columbus,T-006,222,210,312,287,234,273,280,274,305,137,245,238,3017
Columbus,T-009,230,320,208,311,213,214,309,217,203,93,213,217,2748
Columbus,T-022,246,222,241,208,291,266,268,262,223,221,256,176,2880
Columbus,T-025,326,223,287,256,223,229,211,268,247,209,272,190,2941
Columbus,T-054,180,232,272,252,250,252,284,229,221,230,263,246,2911
Dallas,AC014,227,225,310,985,682,1045,1042,878,654,543,250,213,7054
Dallas,AC016,527,523,672,523,730,544,703,562,484,647,604,460,6979
Dallas,AC043,581,643,587,525,774,539,646,663,538,568,453,636,7153
Dallas,AC056,125,110,79,187,188,13,113,99,55,69,133,86,1257
Dallas,DR017,440,198,456,621,583,488,573,694,556,309,367,296,5581
Dallas,DR021,305,204,316,477,690,786,1088,1035,565,315,259,318,6358
Dallas,DR063,282,207,438,663,562,948,728,908,518,243,433,379,6309
Dallas,DR086,275,382,396,702,451,1121,828,1071,654,478,177,326,6861
Dallas,HA023,140,136,143,543,175,193,70,114,26,59,109,121,1829
Dallas,HA024,694,445,617,684,598,590,604,586,474,522,679,542,7035
Dallas,HA030,565,633,535,521,579,556,559,620,542,697,697,518,7022
Dallas,HA035,648,527,567,527,733,451,545,536,598,474,661,651,6918
Dallas,JA005,124,143,78,238,221,206,273,563,82,32,93,151,2204
Dallas,JA018,143,152,58,213,200,331,276,641,49,124,76,101,2364
Dallas,JA032,106,125,82,199,264,235,203,482,55,171,153,128,2203
Dallas,JA037,113,123,102,309,325,261,320,432,105,114,105,116,2425
Dallas,JA084,122,110,93,215,205,269,258,656,71,110,95,122,2326
Dallas,JE011,544,684,449,508,564,504,503,563,578,601,530,576,6604
Dallas,JE012,628,520,615,482,446,659,554,582,637,611,673,577,6984
Dallas,JE041,661,639,438,514,651,694,489,546,491,651,636,593,7003
Dallas,JE067,642,546,523,649,569,642,654,634,481,666,515,592,7113
Dallas,JE087,467,617,478,519,714,647,687,492,460,637,608,576,6902
Dallas,SH001,641,684,718,507,483,664,554,581,526,475,555,717,7105
Dallas,SH004,246,189,207,651,870,878,788,748,514,275,245,265,5876
Dallas,SH010,533,445,501,579,671,623,477,699,670,646,659,508,7011
Dallas,SH027,225,308,299,638,859,1079,1038,853,629,266,290,246,6730
Dallas,SH031,109,66,112,459,698,1159,1070,973,683,64,94,76,5563
Dallas,SH033,116,149,68,157,111,93,191,65,11,75,123,129,1288
Dallas,SH055,193,284,285,551,675,797,967,1009,690,287,278,275,6291
Dallas,SH074,194,224,232,638,734,924,847,775,564,247,266,268,5913
Dallas,SH075,202,258,187,719,1019,711,1013,870,551,260,280,287,6357
Dallas,SH098,598,677,708,659,573,633,682,660,520,534,641,478,7363
Dallas,SK003,528,695,557,734,669,497,738,614,695,549,698,580,7554
Dallas,SK015,591,519,637,539,416,666,569,730,648,516,630,581,7042
Dallas,SK092,445,618,492,599,579,618,727,658,603,511,618,754,7222
Dallas,SW002,79,102,121,564,578,173,72,71,58,137,114,123,2192
Dallas,SW007,96,122,134,583,675,150,114,188,75,118,95,75,2425
Dallas,SW029,116,116,108,491,579,173,68,131,52,105,102,102,2143
Dallas,SW036,171,103,136,635,553,176,85,78,76,87,91,116,2307
Dallas,SW061,74,101,108,629,692,121,126,77,84,116,96,121,2345
Dallas,T-006,500,508,663,714,592,584,671,693,691,277,533,569,6995
Dallas,T-009,513,706,556,716,616,489,643,545,467,219,507,488,6465
Dallas,T-022,564,485,649,519,663,575,566,594,506,505,684,466,6776
Dallas,T-025,736,553,657,600,573,471,473,585,563,496,707,474,6888
Dallas,T-054,463,554,708,519,656,581,690,523,475,604,668,504,6945
Denver,AC014,141,128,166,636,417,626,611,438,373,321,169,122,4148
Denver,AC016,327,288,365,284,365,337,378,323,268,370,349,232,3886
Denver,AC043,306,378,389,300,428,373,398,363,301,312,291,321,4160
Denver,AC056,464,622,395,113,105,7,61,58,291,302,551,488,3457
Denver,DR017,247,121,262,290,333,283,328,375,328,160,212,196,3135
Denver,DR021,179,112,179,227,412,455,689,645,332,169,149,175,3723
Denver,DR063,137,119,264,408,278,536,421,530,300,144,268,247,3652
Denver,DR086,169,207,225,399,246,621,458,620,371,285,119,177,3897
Denver,HA023,549,568,559,309,104,111,35,62,91,291,567,604,3850
Denver,HA024,398,278,388,392,286,327,330,360,267,291,364,286,3967
Denver,HA030,330,343,304,283,275,303,282,366,316,408,369,298,3877
Denver,HA035,359,305,344,280,457,251,289,281,337,291,353,382,3929
Denver,JA005,448,438,342,126,119,116,156,338,368,145,515,687,3798
Denver,JA018,554,744,242,120,110,179,160,348,265,558,497,434,4211
Denver,JA032,496,500,385,122,132,119,120,278,266,659,629,523,4229
Denver,JA037,481,553,383,171,175,180,185,277,460,648,367,607,4487
Denver,JA084,436,449,376,125,115,159,142,350,382,483,412,490,3919
Denver,JE011,322,375,255,277,291,318,295,286,313,354,315,329,3730
Denver,JE012,325,311,361,292,286,401,329,330,369,357,343,350,4054
Denver,JE041,365,366,286,276,409,393,288,295,263,367,413,343,4064
Denver,JE067,375,303,290,373,292,349,356,380,311,401,329,350,4109
Denver,JE087,305,353,255,285,344,386,431,272,324,337,349,323,3964
Denver,SH001,367,351,420,255,282,345,308,323,296,260,289,423,3919
Denver,SH004,149,112,123,397,478,504,477,402,301,160,136,139,3378
Denver,SH010,277,243,250,295,365,359,314,350,417,362,373,288,3893
Denver,SH027,130,189,180,356,507,586,515,448,324,143,152,145,3675
Denver,SH031,59,38,58,269,374,586,574,540,408,41,52,41,3040
Denver,SH033,489,599,302,89,66,53,112,35,70,382,506,587,3290
Denver,SH055,115,160,160,332,437,477,523,541,364,172,157,150,3588
Denver,SH074,113,125,129,353,438,487,475,410,301,148,153,143,3275
Denver,SH075,112,155,118,364,549,393,640,487,300,146,146,168,3578
Denver,SH098,329,394,388,361,322,350,389,350,291,321,378,285,4158
Denver,SK003,304,398,308,420,413,269,372,358,389,326,404,295,4256
Denver,SK015,320,308,355,286,265,385,302,385,359,305,384,331,3985
Denver,SK092,251,376,304,352,356,343,372,343,345,344,327,381,4094
Denver,SW002,369,436,499,325,346,96,43,38,274,513,519,485,3943
Denver,SW007,404,499,472,323,362,95,68,101,333,514,430,425,4026
Denver,SW029,494,512,460,262,336,95,41,78,309,465,454,565,4071
Denver,SW036,673,531,586,324,282,102,43,41,393,499,425,541,4440
Denver,SW061,430,528,534,389,421,70,72,46,330,498,469,502,4289
Denver,T-006,302,288,421,374,341,346,355,382,378,171,327,288,3973
Denver,T-009,281,431,310,364,326,273,393,333,280,127,278,276,3672
Denver,T-022,308,304,335,293,377,342,332,376,283,285,380,268,3883
Denver,T-025,396,350,389,369,310,272,268,345,321,288,379,260,3947
Denver,T-054,265,325,448,338,357,308,413,330,293,302,349,264,3992
Detroit,AC014,11,14,17,55,35,52,55,40,41,32,14,10,376
Detroit,AC016,33,27,33,25,38,30,32,28,24,41,40,25,376
Detroit,AC043,27,38,39,23,40,26,32,34,34,27,23,28,371
Detroit,AC056,51,43,31,11,11,1,5,6,28,25,50,49,311
Detroit,DR017,22,11,29,28,36,29,32,40,26,13,22,20,308
Detroit,DR021,16,11,16,28,35,36,65,64,36,17,15,20,359
Detroit,DR063,13,12,28,39,33,57,43,46,32,11,24,19,357
Detroit,DR086,17,22,18,30,25,64,42,50,32,26,11,16,353
Detroit,HA023,40,59,66,33,11,10,4,5,7,26,59,44,364
Detroit,HA024,41,23,30,39,25,35,31,26,27,30,34,25,366
Detroit,HA030,36,30,26,23,31,30,28,30,27,36,42,27,366
Detroit,HA035,26,27,25,26,41,27,24,26,27,21,36,33,339
Detroit,JA005,49,49,31,11,12,10,17,30,40,16,55,51,371
Detroit,JA018,54,65,25,11,9,16,13,35,24,60,47,35,394
Detroit,JA032,40,58,36,8,14,14,12,30,21,66,60,62,421
Detroit,JA037,36,43,38,14,18,14,17,22,40,50,36,45,373
Detroit,JA084,51,50,31,12,13,14,13,30,32,45,35,50,376
Detroit,JE011,24,31,21,21,25,25,22,24,36,27,30,30,316
Detroit,JE012,33,29,36,28,28,33,27,32,35,30,29,35,375
Detroit,JE041,37,37,25,29,42,42,27,25,24,28,40,36,392
Detroit,JE067,38,25,25,34,36,39,34,38,25,39,27,29,389
Detroit,JE087,24,33,27,24,38,31,43,22,26,31,34,27,360
Detroit,SH001,39,41,40,27,27,30,24,27,22,24,24,31,356
Detroit,SH004,11,10,10,40,56,40,45,40,29,17,17,16,331
Detroit,SH010,25,24,23,26,30,30,24,36,33,37,30,30,348
Detroit,SH027,13,17,15,40,49,53,51,35,29,14,13,14,343
Detroit,SH031,5,4,7,21,43,56,57,43,33,3,5,4,281
Detroit,SH033,49,46,23,8,7,5,10,3,7,37,46,63,304
Detroit,SH055,11,17,14,29,36,51,50,46,39,16,12,17,338
Detroit,SH074,9,12,10,37,36,52,51,34,27,15,17,15,315
Detroit,SH075,10,15,12,30,59,36,47,36,30,16,14,12,317
Detroit,SH098,33,39,39,40,33,37,38,33,30,24,37,25,408
Detroit,SK003,28,40,33,41,39,22,33,35,32,28,37,29,397
Detroit,SK015,29,27,37,28,20,32,25,40,36,30,32,34,370
Detroit,SK092,27,35,29,30,31,34,31,37,30,29,35,32,380
Detroit,SW002,33,43,48,36,28,10,4,4,25,56,56,52,395
Detroit,SW007,38,48,44,36,35,7,6,11,28,42,44,42,381
Detroit,SW029,48,41,42,21,32,9,3,7,22,41,40,53,359
Detroit,SW036,65,44,59,37,26,8,4,4,36,44,43,59,429
Detroit,SW061,42,38,60,33,42,6,8,4,26,46,36,39,380
Detroit,T-006,26,27,30,39,26,28,40,39,42,14,32,31,374
Detroit,T-009,27,44,26,39,34,27,32,30,21,13,27,24,344
Detroit,T-022,35,22,39,29,32,31,30,36,29,23,33,27,366
Detroit,T-025,35,35,38,32,31,28,25,36,31,25,35,29,380
Detroit,T-054,20,29,34,26,31,29,36,35,26,35,37,27,365
El Paso,AC014,15,13,17,48,44,49,54,46,44,30,16,14,390
El Paso,AC016,34,33,38,35,40,32,41,31,20,37,40,27,408
El Paso,AC043,27,30,37,33,50,39,31,40,34,32,23,28,404
El Paso,AC056,3,11,7,9,11,1,7,7,2,3,3,8,72
El Paso,DR017,27,10,21,32,37,25,31,40,33,16,23,19,314
El Paso,DR021,19,10,18,23,44,46,61,66,37,18,14,19,375
El Paso,DR063,15,10,20,32,29,57,45,50,26,12,19,24,339
El Paso,DR086,17,22,20,38,22,50,49,51,45,23,10,19,366
El Paso,HA023,6,5,5,29,11,13,3,6,2,2,5,7,94
El Paso,HA024,43,25,31,35,34,28,28,34,24,30,37,26,375
El Paso,HA030,28,37,35,29,29,37,34,39,24,44,42,29,407
El Paso,HA035,36,27,28,25,46,30,34,26,28,21,41,35,377
El Paso,JA005,3,5,2,12,11,13,16,27,2,2,9,5,107
El Paso,JA018,7,11,4,13,11,19,19,34,4,10,7,4,143
El Paso,JA032,9,5,3,11,16,12,11,22,5,5,9,4,112
El Paso,JA037,6,9,4,18,19,18,17,21,6,3,3,9,133
El Paso,JA084,8,3,6,11,13,15,17,36,4,4,3,9,129
El Paso,JE011,26,35,27,24,35,28,31,27,35,29,26,34,357
El Paso,JE012,32,26,37,22,26,31,32,32,37,40,29,37,381
El Paso,JE041,41,34,21,27,32,36,29,28,24,33,40,36,381
El Paso,JE067,38,33,23,39,29,31,40,30,32,32,32,35,394
El Paso,JE087,30,29,25,31,32,37,40,30,33,33,33,31,384
El Paso,SH001,31,40,45,25,31,32,28,27,25,29,32,45,390
El Paso,SH004,15,10,9,41,59,50,38,35,27,14,17,13,328
El Paso,SH010,34,27,21,36,31,36,29,40,44,38,43,28,407
El Paso,SH027,14,19,19,30,45,63,57,38,38,14,14,14,365
El Paso,SH031,5,3,5,30,45,60,50,63,31,3,4,4,303
El Paso,SH033,9,4,3,10,7,6,12,4,1,3,4,7,70
El Paso,SH055,10,17,15,29,37,48,47,53,35,14,12,16,333
El Paso,SH074,11,13,14,31,38,49,47,33,24,14,16,15,305
El Paso,SH075,9,16,9,45,48,38,46,47,31,15,15,15,334
El Paso,SH098,35,33,42,40,26,37,38,41,36,31,42,25,426
El Paso,SK003,31,44,37,41,39,30,39,29,29,24,43,31,417
El Paso,SK015,26,26,26,30,22,32,27,40,33,24,31,39,356
El Paso,SK092,28,39,28,41,30,38,43,37,30,33,32,32,411
El Paso,SW002,7,7,5,34,26,11,4,4,4,9,4,5,120
El Paso,SW007,6,7,9,27,43,10,6,12,4,8,7,6,145
El Paso,SW029,5,9,6,23,37,9,4,6,3,9,3,10,124
El Paso,SW036,10,7,5,38,25,9,3,4,4,8,6,9,128
El Paso,SW061,5,9,3,42,33,6,6,4,3,8,6,9,134
El Paso,T-006,30,31,42,38,30,27,35,42,41,14,28,32,390
El Paso,T-009,26,41,35,45,30,27,41,26,23,14,30,24,362
El Paso,T-022,28,30,36,25,35,30,29,37,31,24,34,30,369
El Paso,T-025,40,25,40,28,32,27,23,28,33,28,40,22,366
El Paso,T-054,27,30,33,29,37,30,36,29,23,31,34,31,370
Fort Worth,AC014,117,90,137,467,297,439,439,392,254,229,112,89,3062
Fort Worth,AC016,234,194,272,217,283,257,278,216,199,291,280,184,2905
Fort Worth,AC043,231,286,279,229,359,248,281,310,243,239,204,255,3164
Fort Worth,AC056,33,53,24,82,87,5,52,46,30,28,58,48,546
Fort Worth,DR017,183,94,197,231,270,251,262,319,248,121,175,136,2487
Fort Worth,DR021,142,89,122,209,301,348,490,467,243,114,111,145,2781
Fort Worth,DR063,103,90,176,319,251,415,314,408,237,117,197,187,2814
Fort Worth,DR086,133,148,182,313,210,472,380,429,297,202,73,156,2995
Fort Worth,HA023,55,49,68,213,75,81,28,51,6,38,57,75,796
Fort Worth,HA024,318,194,265,289,265,270,251,233,212,232,326,240,3095
Fort Worth,HA030,244,262,238,229,254,269,212,274,245,277,285,228,3017
Fort Worth,HA035,264,246,247,244,311,229,237,223,250,191,287,259,2988
Fort Worth,JA005,53,51,35,90,100,95,118,232,39,12,61,69,955
Fort Worth,JA018,61,75,24,104,95,143,131,296,21,38,47,52,1087
Fort Worth,JA032,48,44,41,85,112,99,86,224,14,54,56,69,932
Fort Worth,JA037,41,57,36,133,139,124,132,206,35,80,45,62,1090
Fort Worth,JA084,32,44,31,102,98,131,116,262,35,55,48,64,1018
Fort Worth,JE011,239,272,187,217,215,205,226,252,252,250,251,228,2794
Fort Worth,JE012,246,227,265,193,206,280,251,235,270,284,287,271,3015
Fort Worth,JE041,284,305,216,227,280,274,218,225,224,285,297,274,3109
Fort Worth,JE067,269,197,227,277,266,270,261,270,218,277,233,250,3015
Fort Worth,JE087,211,266,172,230,320,316,325,205,214,244,280,218,3001
Fort Worth,SH001,270,300,295,224,209,264,220,239,233,232,235,332,3053
Fort Worth,SH004,117,82,80,284,359,357,321,348,227,109,108,123,2515
Fort Worth,SH010,231,221,205,237,264,293,213,270,305,274,283,219,3015
Fort Worth,SH027,99,139,137,296,348,453,480,369,305,123,110,115,2974
Fort Worth,SH031,50,29,48,224,307,465,451,392,307,30,44,34,2381
Fort Worth,SH033,46,47,34,63,56,34,81,28,4,23,51,47,514
Fort Worth,SH055,91,112,117,275,316,348,422,433,297,110,125,116,2762
Fort Worth,SH074,84,100,84,269,309,426,392,314,253,118,125,109,2583
Fort Worth,SH075,87,105,90,290,467,289,479,354,232,122,111,119,2745
Fort Worth,SH098,267,290,331,292,236,224,315,279,244,225,295,196,3194
Fort Worth,SK003,227,276,270,275,292,210,276,256,296,234,284,233,3129
Fort Worth,SK015,235,262,258,237,196,310,228,291,293,221,325,279,3135
Fort Worth,SK092,182,270,236,265,280,295,286,294,272,255,223,270,3128
Fort Worth,SW002,43,43,53,273,256,73,32,24,25,51,37,61,971
Fort Worth,SW007,35,44,39,264,289,69,51,78,31,60,37,61,1058
Fort Worth,SW029,58,54,48,198,245,69,27,58,21,47,43,70,938
Fort Worth,SW036,40,48,51,318,255,78,36,31,48,36,36,70,1047
Fort Worth,SW061,25,50,44,314,306,44,55,31,29,56,45,62,1061
Fort Worth,T-006,222,209,310,284,235,269,275,268,322,126,222,243,2985
Fort Worth,T-009,237,311,235,300,243,219,304,226,225,93,244,189,2826
Fort Worth,T-022,254,218,264,225,286,237,274,244,223,223,308,207,2963
Fort Worth,T-025,320,232,282,263,222,208,198,257,269,253,299,231,3034
Fort Worth,T-054,196,232,307,248,284,227,264,276,211,253,270,243,3011
Fresno,AC014,23,24,30,88,59,96,88,87,58,47,30,18,648
Fresno,AC016,44,50,60,59,77,50,79,52,41,61,71,42,686
Fresno,AC043,46,55,60,55,70,51,70,59,62,52,52,66,698
Fresno,AC056,12,8,7,18,20,1,11,12,4,6,19,10,128
Fresno,DR017,37,18,50,46,56,61,61,68,50,33,41,33,554
Fresno,DR021,30,19,24,44,56,65,85,107,66,32,29,30,587
Fresno,DR063,28,20,50,63,53,85,79,86,42,26,38,41,611
Fresno,DR086,30,40,36,71,51,120,91,123,54,50,22,30,718
Fresno,HA023,9,5,5,61,14,22,7,13,2,4,11,9,162
Fresno,HA024,63,53,56,69,52,48,55,48,38,47,80,41,650
Fresno,HA030,53,60,54,53,60,54,60,59,43,66,81,54,697
Fresno,HA035,62,44,51,58,70,51,42,41,54,41,59,68,641
Fresno,JA005,6,7,7,20,21,22,22,57,9,3,4,14,192
Fresno,JA018,7,20,4,25,17,33,34,58,9,12,6,10,235
Fresno,JA032,11,7,4,20,26,18,19,41,5,13,8,6,178
Fresno,JA037,12,16,4,35,34,29,31,48,11,16,10,10,256
Fresno,JA084,15,9,9,20,17,30,25,56,10,17,7,13,228
Fresno,JE011,41,51,53,46,62,40,48,44,51,54,51,52,593
Fresno,JE012,46,45,54,41,39,55,54,51,59,63,67,56,630
Fresno,JE041,64,62,44,43,67,71,44,54,45,70,74,49,687
Fresno,JE067,65,57,42,58,48,53,57,60,55,71,49,59,674
Fresno,JE087,40,49,49,45,54,69,64,58,56,73,58,62,677
Fresno,SH001,60,55,79,40,44,59,53,52,45,50,52,78,667
Fresno,SH004,20,22,18,76,101,85,90,76,56,24,22,30,620
Fresno,SH010,61,47,39,50,73,74,51,65,55,50,66,59,690
Fresno,SH027,17,34,26,64,92,84,114,82,60,25,24,31,653
Fresno,SH031,10,6,11,54,77,108,106,93,74,6,8,8,561
Fresno,SH033,6,13,5,16,11,8,15,6,1,7,16,9,113
Fresno,SH055,20,30,28,69,73,79,84,99,61,25,27,21,616
Fresno,SH074,22,19,21,55,73,101,100,59,55,23,31,25,584
Fresno,SH075,21,29,21,62,106,57,106,83,47,29,28,22,611
Fresno,SH098,68,55,57,71,47,63,68,67,56,42,52,55,701
Fresno,SK003,59,63,52,75,68,43,79,67,59,61,75,48,749
Fresno,SK015,58,52,53,56,39,57,51,58,72,44,75,64,679
Fresno,SK092,49,50,54,69,51,69,55,71,62,45,56,57,688
Fresno,SW002,14,8,16,52,53,14,9,7,7,8,9,7,204
Fresno,SW007,5,13,5,64,60,18,13,16,6,11,4,5,220
Fresno,SW029,6,12,12,44,53,18,5,10,10,10,13,15,208
Fresno,SW036,13,5,7,52,45,20,7,7,6,16,4,17,199
Fresno,SW061,13,7,19,52,78,9,10,7,8,6,4,8,221
Fresno,T-006,45,41,58,57,61,53,66,60,72,34,60,60,667
Fresno,T-009,57,65,51,63,51,55,72,49,38,22,48,40,611
Fresno,T-022,64,39,58,55,50,67,66,54,48,47,61,38,647
Fresno,T-025,66,58,65,66,54,50,55,63,59,55,71,42,704
Fresno,T-054,52,44,58,63,72,59,75,59,43,61,64,51,701
Houston,AC014,403,387,529,1650,1181,1664,1808,1352,1185,902,452,364,11877
Houston,AC016,870,831,1099,849,1091,934,1173,836,707,1092,1057,767,11306
Houston,AC043,962,1087,950,866,1285,964,1074,1108,943,881,785,1009,11914
Houston,AC056,205,195,123,310,315,21,188,166,92,105,218,174,2112
